"Core ID","Row","Col","Sector","TMA ID","Data Group","Spot ID (Slide 32919 FOXP3)","Data Group (Slide 32919 FOXP3)","Annotation Id (Slide 32919 FOXP3)","Annotation Name (Slide 32919 FOXP3)","  Nwp = Number of Weak Positive (Slide 32919 FOXP3)","  Np  = Number of Positive (Slide 32919 FOXP3)","  Nsp = Number of Strong Positive (Slide 32919 FOXP3)","  Iwp = Total Intensity of Weak Positive (Slide 32919 FOXP3)","  Ip  = Total Intensity of Positive (Slide 32919 FOXP3)","  Isp = Total Intensity of Strong Positive (Slide 32919 FOXP3)","  Iavg = (Iwp+Ip+Isp)/(Nwp+Np+Nsp) (Slide 32919 FOXP3)","  Nsr  =  Nsp/(Nwp+Np+Nsp) (Slide 32919 FOXP3)","  Iwavg= (Iwp+Ip)/(Nwp+Np) (Slide 32919 FOXP3)","  Nn = Number of Negative (Slide 32919 FOXP3)","  In = Total Intensity of Negative (Slide 32919 FOXP3)","  NTotal = Total Number (Positive+Negative) (Slide 32919 FOXP3)","  ATotal = Total Area  (millimeter-squared) (Slide 32919 FOXP3)","  Positivity = NPositive/NTotal (Slide 32919 FOXP3)",
"15034","1","1","1","150","Default","83109","Default","110954","AM nuclear 0.12 output","10714.","28189.","9026.","2065159.","3968209.","707481.","140.642","0.18832","155.087","4918498.","745070094.","4966427.","1.2376367869132798","9.6506e-003",
"15035","1","2","1","150","Default","83110","Default","110955","AM nuclear 0.12 output","1990.","7039.","4405.","382777.","962797.","319755.","123.964","0.327899","149.028","4186661.","609537696.","4200095.","1.0466663620607999","3.1985e-003",
"15036","1","3","1","150","Default","83111","Default","110956","AM nuclear 0.12 output","7849.","37120.","4016.","1493236.","5247364.","325038.","144.241","8.19843e-002","149.894","4610395.","783184685.","4659380.","1.1611204780031998","1.05132e-002",
"15037","1","4","1","150","Default","83112","Default","110957","AM nuclear 0.12 output","12828.","59721.","3879.","2442070.","8502838.","338891.","147.64","5.07537e-002","150.862","4090337.","697203553.","4166765.","1.0383605047295998","1.83423e-002",
"15038","1","5","1","150","Default","83113","Default","110958","AM nuclear 0.12 output","7.","14.","2.","1350.","2065.","124.","153.87","8.69565e-002","162.619","1753.","324428.","1776.","4.4258033663999993e-004","1.29505e-002",
"15039","1","6","1","150","Default","83114","Default","110959","AM nuclear 0.12 output","6.","11.","2.","1152.","1654.","149.","155.526","0.105263","165.059","1466.","289571.","1485.","3.7006295039999996e-004","1.27946e-002",
"15040","1","7","1","150","Default","83115","Default","110960","AM nuclear 0.12 output","1.","0.","0.","204.","0.","0.","204.","0.","204.","37366.","7611658.","37367.","9.3118803148799986e-003","2.67616e-005",
"15041","1","8","1","150","Default","83116","Default","110961","AM nuclear 0.12 output","1.","1.","0.","188.","174.","0.","181.","0.","181.","1922.","377710.","1924.","4.7946203135999994e-004","1.0395e-003",
"15042","1","9","1","150","Default","83117","Default","110962","AM nuclear 0.12 output","2.","13.","1.","380.","1651.","85.","132.25","6.25e-002","135.4","2079.","384189.","2095.","5.2207534079999997e-004","7.63723e-003",
"15043","1","10","1","150","Default","83118","Default","110963","AM nuclear 0.12 output","4.","3.","0.","767.","394.","0.","165.857","0.","165.857","1009.","201997.","1016.","2.5318785023999997e-004","6.88976e-003",
"15044","1","11","1","150","Default","83119","Default","110964","AM nuclear 0.12 output","0.","0.","0.","0.","0.","0.","-1.#IND","-1.#IND","-1.#IND","3342.","695670.","3342.","8.3282853887999995e-004","0.",
